episode,reward,steps,epsilon,loss
0,74.31384694576263,80,,0.5298261642456055
1,50.19436454772949,55,,0.764106273651123
2,39.65423357486725,45,,-0.2840505838394165
3,66.54027158021927,72,,-0.07279467582702637
4,64.79005944728851,71,,0.007521152496337891
5,39.112231612205505,45,,-0.22803163528442383
6,29.655794739723206,35,,0.39377689361572266
7,80.51065903902054,86,,-0.4760627746582031
8,58.537012338638306,64,,-0.3915748596191406
9,33.47621750831604,39,,-0.21721768379211426
10,48.43104422092438,54,,-0.42981910705566406
11,31.956656992435455,38,,-0.3428072929382324
12,26.681731522083282,32,,-0.0164794921875
13,64.29427307844162,70,,0.1364912986755371
14,90.5736026763916,96,,0.20288658142089844
15,47.85391712188721,53,,0.39678955078125
16,42.35449481010437,49,,1.0247328281402588
17,49.62638199329376,55,,-0.3408188819885254
18,54.01189124584198,60,,1.1850900650024414
19,58.412387013435364,64,,-0.04716014862060547
20,44.51169437170029,50,,0.11497640609741211
21,37.3952431678772,43,,-1.1658830642700195
22,164.27717345952988,170,,-0.11277484893798828
23,32.022410452365875,38,,-0.31089305877685547
24,40.277866542339325,46,,0.024082541465759277
25,34.10203665494919,40,,-0.031252384185791016
26,46.113749623298645,51,,0.35500645637512207
27,34.74783146381378,41,,0.8143863677978516
28,159.0743129849434,164,,-0.022741317749023438
29,124.59862971305847,130,,0.13232421875
30,34.02093708515167,40,,-0.08689332008361816
31,39.81510126590729,45,,0.6271247863769531
32,61.72932147979736,67,,-0.49037647247314453
33,35.30857592821121,41,,0.05809140205383301
34,37.47278308868408,43,,0.704593300819397
35,31.127823531627655,37,,-0.8714075088500977
36,40.07228660583496,45,,0.2808690071105957
37,64.70742154121399,70,,-0.11661195755004883
38,49.656524538993835,55,,-0.6172366142272949
39,43.719604194164276,49,,-0.2199779748916626
40,45.88613277673721,51,,-0.629279613494873
41,40.23572325706482,46,,0.32933080196380615
42,24.465263783931732,30,,0.3053402900695801
43,77.93170309066772,83,,-0.46543216705322266
44,35.33395051956177,41,,-0.06415653228759766
45,40.768337190151215,47,,0.4431285858154297
46,34.93811368942261,41,,0.21740245819091797
47,27.42059624195099,33,,0.18474769592285156
48,50.98764157295227,56,,0.2479710578918457
49,27.248406887054443,33,,0.3718748092651367
50,41.379943668842316,47,,-0.061237335205078125
51,94.90712577104568,100,,0.24597406387329102
52,75.33687216043472,81,,0.562047004699707
53,19.959351539611816,25,,-0.6129366159439087
54,53.999025106430054,60,,1.0666537284851074
55,39.37906765937805,45,,-0.4320504665374756
56,24.575651943683624,30,,-0.07315182685852051
57,31.132101356983185,37,,-1.6204514503479004
58,24.50667095184326,30,,0.048949480056762695
59,39.12981480360031,45,,0.6875319480895996
60,35.337543964385986,41,,-2.075948476791382
61,26.920986115932465,32,,-0.034313201904296875
62,48.37206810712814,54,,0.48121070861816406
63,36.544648349285126,42,,-0.1899404525756836
64,56.56247913837433,62,,0.05742645263671875
65,73.50176191329956,79,,1.102364420890808
66,36.38831728696823,42,,0.15142536163330078
67,60.628359377384186,66,,-2.6384897232055664
