episode,reward,steps,epsilon,loss
0,78.7939515709877,84,0.9580000000000046,
1,28.28541511297226,34,0.9410000000000065,
2,26.1883202791214,31,0.9255000000000082,
3,52.39924609661102,58,0.8965000000000114,
4,34.08642095327377,39,0.8770000000000135,
5,69.27342307567596,75,0.8395000000000177,
6,62.19743424654007,68,0.8055000000000214,
7,58.77642208337784,64,0.773500000000025,
8,43.60114598274231,49,0.7490000000000276,
9,65.18997603654861,72,0.7130000000000316,
10,38.37303787469864,44,0.691000000000034,
11,109.60061204433441,115,0.6335000000000404,
12,35.56993192434311,41,0.6130000000000426,
13,117.33311414718628,123,0.5515000000000494,
14,31.017947733402252,37,0.5330000000000514,
15,50.11868757009506,56,0.5050000000000545,
16,63.48962074518204,70,0.47000000000005504,
17,103.17503374814987,109,0.415500000000055,
18,79.97053623199463,86,0.37250000000005495,
19,77.48379331827164,84,0.3305000000000549,
20,377.28295654058456,384,0.13850000000005475,
21,91.6414874792099,99,0.0890000000000547,
22,393.9512729048729,402,0.05,
23,67.19263124465942,74,0.05,
24,121.00664973258972,129,0.05,
25,209.77913266420364,216,0.05,
26,242.54995131492615,249,0.05,
27,82.8811423778534,90,0.05,
28,113.95818251371384,122,0.05,
29,159.06967800855637,168,0.05,
30,113.84577375650406,122,0.05,
31,132.87356984615326,140,0.05,
32,100.97676110267639,108,0.05,
33,181.47049194574356,189,0.05,
34,498.13167786598206,500,0.05,
35,98.42103236913681,106,0.05,
36,68.11312371492386,76,0.05,
37,231.11178880929947,238,0.05,
38,496.101100564003,500,0.05,
39,64.6988211274147,72,0.05,
40,495.89041435718536,500,0.05,
41,499.5411793589592,500,0.05,
42,499.1123313307762,500,0.05,
43,498.4378192424774,500,0.05,
44,498.2216863632202,500,0.05,
45,499.51607209444046,500,0.05,
46,499.7172284126282,500,0.05,
47,497.186488032341,500,0.05,
48,499.4830743074417,500,0.05,
49,499.3814669251442,500,0.05,
50,94.55697894096375,101,0.05,
51,499.31718623638153,500,0.05,
52,498.14967995882034,500,0.05,
53,498.86566585302353,500,0.05,
54,499.6278422474861,500,0.05,
55,499.17678225040436,500,0.05,
56,499.3157467842102,500,0.05,
57,499.4621940255165,500,0.05,
58,499.0698217153549,500,0.05,
59,499.58178132772446,500,0.05,
60,499.35615199804306,500,0.05,
61,499.2527992129326,500,0.05,
62,499.40705436468124,500,0.05,
63,496.9432262182236,500,0.05,
64,253.55675292015076,260,0.05,
65,345.73583775758743,355,0.05,
66,84.68014389276505,92,0.05,
67,481.48375153541565,492,0.05,
68,388.5192727446556,396,0.05,
69,498.96227991580963,500,0.05,
70,499.505627989769,500,0.05,
71,418.26191675662994,424,0.05,
72,498.1112942099571,500,0.05,
73,496.4822610616684,500,0.05,
74,351.68428170681,358,0.05,
75,499.01051115989685,500,0.05,
76,498.77662950754166,500,0.05,
77,276.97236281633377,283,0.05,
78,498.1736854314804,500,0.05,
79,129.37211936712265,136,0.05,
80,341.01629358530045,347,0.05,
81,498.0205575823784,500,0.05,
82,498.8465545773506,500,0.05,
83,498.9145892858505,500,0.05,
84,499.3898671865463,500,0.05,
85,498.7748928666115,500,0.05,
86,499.63567501306534,500,0.05,
87,320.99007868766785,327,0.05,
88,132.1330885887146,139,0.05,
89,499.2658914923668,500,0.05,
90,499.5709300637245,500,0.05,
91,499.74667847156525,500,0.05,
92,499.5335336923599,500,0.05,
93,499.7010165452957,500,0.05,
94,499.48993998765945,500,0.05,
95,499.6057652235031,500,0.05,
96,498.85759991407394,500,0.05,
97,499.84570318460464,500,0.05,
98,325.4094358086586,332,0.05,
99,499.5372719168663,500,0.05,
100,499.8126694560051,500,0.05,
101,397.4683929681778,401,0.05,
102,499.0358925461769,500,0.05,
103,499.4181860089302,500,0.05,
104,498.96488881111145,500,0.05,
105,499.0708984732628,500,0.05,
106,82.0622074007988,89,0.05,
107,282.3294602036476,289,0.05,
108,499.37825882434845,500,0.05,
109,498.92390513420105,500,0.05,
110,499.31525135040283,500,0.05,
111,116.05628263950348,123,0.05,
112,499.68428629636765,500,0.05,
113,90.81030857563019,98,0.05,
114,499.80996584892273,500,0.05,
115,127.69150477647781,134,0.05,
116,499.77240067720413,500,0.05,
117,499.62327671051025,500,0.05,
118,499.3760304450989,500,0.05,
119,499.7045673727989,500,0.05,
120,499.7260699272156,500,0.05,
121,499.81284886598587,500,0.05,
122,499.4046372771263,500,0.05,
123,450.6259824037552,454,0.05,
124,499.89577877521515,500,0.05,
125,499.70139878988266,500,0.05,
126,499.2653076648712,500,0.05,
127,499.8240335583687,500,0.05,
128,499.4329898953438,500,0.05,
129,128.89509904384613,135,0.05,
130,499.82144844532013,500,0.05,
131,499.4707397222519,500,0.05,
132,90.28069025278091,97,0.05,
133,499.64311361312866,500,0.05,
134,112.6062604188919,119,0.05,
135,499.72112822532654,500,0.05,
136,470.27989238500595,474,0.05,
137,499.88260757923126,500,0.05,
138,499.1284541487694,500,0.05,
139,499.75491082668304,500,0.05,
140,499.18138229846954,500,0.05,
141,113.59462261199951,120,0.05,
142,499.7776694893837,500,0.05,
143,499.62179404497147,500,0.05,
144,471.4296335577965,475,0.05,
145,89.9143488407135,97,0.05,
146,499.76501232385635,500,0.05,
147,498.9582807421684,500,0.05,
148,499.8321897983551,500,0.05,
149,499.479063808918,500,0.05,
150,499.86021929979324,500,0.05,
151,464.1270599961281,468,0.05,
152,462.11698627471924,466,0.05,
153,499.8067137002945,500,0.05,
154,499.68038761615753,500,0.05,
155,499.6367367506027,500,0.05,
156,499.4691016674042,500,0.05,
157,499.48905181884766,500,0.05,
158,499.4782418012619,500,0.05,
159,499.7074496150017,500,0.05,
160,499.6647775173187,500,0.05,
161,499.84273302555084,500,0.05,
162,498.8952361345291,500,0.05,
163,499.1779413819313,500,0.05,
164,498.84422701597214,500,0.05,
165,499.70918649435043,500,0.05,
166,78.33747696876526,85,0.05,
167,98.38925230503082,105,0.05,
168,499.3764266371727,500,0.05,
169,499.25870060920715,500,0.05,
170,499.33653849363327,500,0.05,
