episode,reward,steps,epsilon,loss
742,18.59366500377655,23,0.05,
743,92.19990539550781,98,0.05,
744,24.65998911857605,29,0.05,
745,30.571243941783905,35,0.05,
746,24.417415857315063,29,0.05,
747,98.9853732585907,105,0.05,
748,32.58888077735901,37,0.05,
749,27.567297756671906,32,0.05,
750,74.5753767490387,80,0.05,
751,18.009404599666595,23,0.05,
752,20.53068459033966,25,0.05,
753,19.145320117473602,24,0.05,
754,33.483999729156494,38,0.05,
755,13.34544038772583,18,0.05,
756,24.437497913837433,29,0.05,
757,25.76638299226761,30,0.05,
758,35.653330862522125,40,0.05,
759,25.27244657278061,30,0.05,
760,13.424550771713257,18,0.05,
761,59.9040322303772,65,0.05,
762,15.283270478248596,20,0.05,
763,31.51796841621399,36,0.05,
764,24.39772665500641,29,0.05,
765,37.44022065401077,42,0.05,
766,63.87133711576462,69,0.05,
767,54.24994647502899,59,0.05,
768,27.29958999156952,32,0.05,
769,37.46910434961319,42,0.05,
770,25.54344516992569,30,0.05,
771,40.449038445949554,45,0.05,
772,17.29337739944458,22,0.05,
773,13.362543642520905,18,0.05,
774,40.3714182972908,45,0.05,
775,50.02907449007034,55,0.05,
776,35.61021310091019,40,0.05,
777,14.384621322154999,19,0.05,
778,16.26181322336197,21,0.05,
779,46.22671568393707,51,0.05,
780,32.26417022943497,37,0.05,
781,61.963769376277924,67,0.05,
782,16.185325980186462,21,0.05,
783,44.32818514108658,49,0.05,
784,16.546375572681427,21,0.05,
785,41.3834468126297,46,0.05,
786,28.61656779050827,33,0.05,
787,31.632270455360413,36,0.05,
788,17.527879238128662,22,0.05,
789,22.291965007781982,27,0.05,
790,19.309253454208374,24,0.05,
791,47.15604680776596,52,0.05,
792,27.300042629241943,32,0.05,
793,24.57481276988983,29,0.05,
794,14.38197273015976,19,0.05,
795,41.291386008262634,46,0.05,
796,40.491212487220764,45,0.05,
797,31.445801854133606,36,0.05,
798,38.39904147386551,43,0.05,
799,25.07854175567627,30,0.05,
800,24.331872582435608,29,0.05,
801,28.64170402288437,33,0.05,
802,38.51794910430908,43,0.05,
803,20.381845474243164,25,0.05,
804,49.37078720331192,54,0.05,
805,37.60109853744507,42,0.05,
806,17.369914293289185,22,0.05,
807,20.268413364887238,25,0.05,
808,36.627255976200104,41,0.05,
809,54.01257765293121,59,0.05,
810,35.43407875299454,40,0.05,
