episode,reward,steps,epsilon,loss
377,18.30995386838913,23,0.05,
378,74.86841517686844,81,0.05,
379,27.343811988830566,32,0.05,
380,30.554245352745056,35,0.05,
381,22.265333592891693,27,0.05,
382,16.44141000509262,21,0.05,
383,15.39225459098816,20,0.05,
384,54.102740585803986,59,0.05,
385,17.255045890808105,22,0.05,
386,38.54132699966431,43,0.05,
387,32.53315186500549,37,0.05,
388,76.30216139554977,82,0.05,
389,37.39346557855606,42,0.05,
390,16.305440366268158,21,0.05,
391,15.425049722194672,20,0.05,
392,37.462049782276154,42,0.05,
393,29.47148048877716,34,0.05,
394,18.210997462272644,23,0.05,
395,51.258513271808624,56,0.05,
396,38.392049849033356,43,0.05,
397,16.472481846809387,21,0.05,
398,23.594835996627808,28,0.05,
399,17.14139038324356,22,0.05,
400,30.477416574954987,35,0.05,
401,20.412236213684082,25,0.05,
402,23.241675913333893,28,0.05,
403,39.46288412809372,44,0.05,
404,22.534696757793427,27,0.05,
405,30.326721012592316,35,0.05,
406,69.72882235050201,75,0.05,
407,58.03867405653,63,0.05,
408,18.283455967903137,23,0.05,
409,23.624020159244537,28,0.05,
410,17.295300543308258,22,0.05,
411,20.53043657541275,25,0.05,
412,25.461935222148895,30,0.05,
413,23.2392560839653,28,0.05,
414,33.33618462085724,38,0.05,
415,23.54802495241165,28,0.05,
416,32.54305249452591,37,0.05,
417,24.474290430545807,29,0.05,
418,31.49069106578827,36,0.05,
419,25.58156830072403,30,0.05,
420,16.166698217391968,21,0.05,
421,30.47040605545044,35,0.05,
422,45.16699606180191,50,0.05,
423,63.6869832277298,69,0.05,
424,44.22407382726669,49,0.05,
425,38.40104526281357,43,0.05,
426,46.37893545627594,51,0.05,
427,14.258268415927887,19,0.05,
428,105.22243541479111,111,0.05,
429,40.462742030620575,45,0.05,
430,65.93284738063812,71,0.05,
431,15.280633628368378,20,0.05,
432,56.033496022224426,61,0.05,
433,33.56475740671158,38,0.05,
434,62.837398529052734,68,0.05,
435,29.415875852108,34,0.05,
436,21.513480842113495,26,0.05,
437,28.464073836803436,33,0.05,
438,31.445907711982727,36,0.05,
439,89.24660074710846,95,0.05,
440,50.13371640443802,55,0.05,
